date,symbol,signal,confidence,composite_score,price,stop_loss,target,risk_reward,position_size_inr,position_pct,hold_days,regime,vix,alpha_breakdown
2026-06-17,DMART.NS,SELL,66.6,-0.255,4287.5,4512.5,3950.0,1.5,12183.0,1.22,5,SIDEWAYS,15.0,"{'pead': {'score': 0.0, 'confidence': 0.0, 'live': True}, 'momentum': {'score': -0.041, 'confidence': 70.0, 'live': True}, 'fii_dii': {'score': 0.0, 'confidence': 0.0, 'live': True}, 'mean_rev': {'score': -0.9, 'confidence': 80.0, 'live': False}, 'bulk_deal': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'delivery_pct': {'score': 0.279, 'confidence': 49.0, 'live': False}, 'option_chain': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'insider': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'fo_ban': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'corp_event': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'hi52': {'score': 0.2, 'confidence': 45.0, 'live': False}, 'sector_mom': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'pledge': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'sast': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'shp_delta': {'score': 0.0, 'confidence': 0.0, 'live': False}}"
2026-06-17,AARTIIND.NS,SELL,69.1,-0.283,479.2,515.71,424.43,1.5,8706.0,0.87,5,SIDEWAYS,15.0,"{'pead': {'score': 0.0, 'confidence': 0.0, 'live': True}, 'momentum': {'score': -0.014, 'confidence': 70.0, 'live': True}, 'fii_dii': {'score': 0.0, 'confidence': 0.0, 'live': True}, 'mean_rev': {'score': -0.5, 'confidence': 65.0, 'live': False}, 'bulk_deal': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'delivery_pct': {'score': -0.45, 'confidence': 58.6, 'live': False}, 'option_chain': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'insider': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'fo_ban': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'corp_event': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'hi52': {'score': 0.5, 'confidence': 60.0, 'live': False}, 'sector_mom': {'score': 0.096, 'confidence': 0.0, 'live': False}, 'pledge': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'sast': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'shp_delta': {'score': 0.0, 'confidence': 0.0, 'live': False}}"
2026-06-17,ATUL.NS,SELL,68.2,-0.296,6455.0,6788.43,5954.86,1.5,12675.0,1.27,5,SIDEWAYS,15.0,"{'pead': {'score': 0.0, 'confidence': 0.0, 'live': True}, 'momentum': {'score': -0.068, 'confidence': 70.0, 'live': True}, 'fii_dii': {'score': 0.0, 'confidence': 0.0, 'live': True}, 'mean_rev': {'score': 0.5, 'confidence': 65.0, 'live': False}, 'bulk_deal': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'delivery_pct': {'score': 0.64, 'confidence': 67.0, 'live': False}, 'option_chain': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'insider': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'fo_ban': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'corp_event': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'hi52': {'score': 0.2, 'confidence': 45.0, 'live': False}, 'sector_mom': {'score': 0.096, 'confidence': 0.0, 'live': False}, 'pledge': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'sast': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'shp_delta': {'score': 0.0, 'confidence': 0.0, 'live': False}}"
2026-06-17,DABUR.NS,SELL,69.9,-0.379,429.0,447.65,401.03,1.5,15436.0,1.54,5,SIDEWAYS,15.0,"{'pead': {'score': 0.0, 'confidence': 0.0, 'live': True}, 'momentum': {'score': -0.178, 'confidence': 70.0, 'live': True}, 'fii_dii': {'score': 0.0, 'confidence': 0.0, 'live': True}, 'mean_rev': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'bulk_deal': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'delivery_pct': {'score': -0.031, 'confidence': 31.5, 'live': False}, 'option_chain': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'insider': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'fo_ban': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'corp_event': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'hi52': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'sector_mom': {'score': -0.338, 'confidence': 51.9, 'live': False}, 'pledge': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'sast': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'shp_delta': {'score': 0.0, 'confidence': 0.0, 'live': False}}"
2026-06-17,HAL.NS,SELL,62.8,-0.39,4460.5,4667.26,4150.36,1.5,13006.0,1.3,5,SIDEWAYS,15.0,"{'pead': {'score': 0.0, 'confidence': 0.0, 'live': True}, 'momentum': {'score': -0.438, 'confidence': 70.0, 'live': True}, 'fii_dii': {'score': 0.0, 'confidence': 0.0, 'live': True}, 'mean_rev': {'score': -0.9, 'confidence': 80.0, 'live': False}, 'bulk_deal': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'delivery_pct': {'score': -0.15, 'confidence': 39.2, 'live': False}, 'option_chain': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'insider': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'fo_ban': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'corp_event': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'hi52': {'score': 0.2, 'confidence': 45.0, 'live': False}, 'sector_mom': {'score': 0.017, 'confidence': 0.0, 'live': False}, 'pledge': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'sast': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'shp_delta': {'score': 0.0, 'confidence': 0.0, 'live': False}}"
2026-06-17,ABBOTINDIA.NS,SELL,64.9,-0.391,25955.0,27117.86,24210.71,1.5,13906.0,1.39,5,SIDEWAYS,15.0,"{'pead': {'score': 0.0, 'confidence': 0.0, 'live': True}, 'momentum': {'score': -0.37, 'confidence': 70.0, 'live': True}, 'fii_dii': {'score': 0.0, 'confidence': 0.0, 'live': True}, 'mean_rev': {'score': 0.5, 'confidence': 65.0, 'live': False}, 'bulk_deal': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'delivery_pct': {'score': 0.214, 'confidence': 45.7, 'live': False}, 'option_chain': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'insider': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'fo_ban': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'corp_event': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'hi52': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'sector_mom': {'score': -0.373, 'confidence': 53.6, 'live': False}, 'pledge': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'sast': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'shp_delta': {'score': 0.0, 'confidence': 0.0, 'live': False}}"
2026-06-17,AEGISLOG.NS,SELL,64.5,-0.398,1006.95,1102.67,863.37,1.5,7740.0,0.77,5,SIDEWAYS,15.0,"{'pead': {'score': 0.0, 'confidence': 0.0, 'live': True}, 'momentum': {'score': -0.397, 'confidence': 70.0, 'live': True}, 'fii_dii': {'score': 0.0, 'confidence': 0.0, 'live': True}, 'mean_rev': {'score': -0.9, 'confidence': 80.0, 'live': False}, 'bulk_deal': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'delivery_pct': {'score': -0.159, 'confidence': 57.1, 'live': False}, 'option_chain': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'insider': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'fo_ban': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'corp_event': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'hi52': {'score': 0.8, 'confidence': 70.0, 'live': False}, 'sector_mom': {'score': 0.8, 'confidence': 70.0, 'live': False}, 'pledge': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'sast': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'shp_delta': {'score': 0.0, 'confidence': 0.0, 'live': False}}"
2026-06-17,BSOFT.NS,SELL,60.7,-0.472,323.6,345.94,290.09,1.5,8440.0,0.84,5,SIDEWAYS,15.0,"{'pead': {'score': 0.0, 'confidence': 0.0, 'live': True}, 'momentum': {'score': -0.671, 'confidence': 70.0, 'live': True}, 'fii_dii': {'score': 0.0, 'confidence': 0.0, 'live': True}, 'mean_rev': {'score': -0.5, 'confidence': 65.0, 'live': False}, 'bulk_deal': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'delivery_pct': {'score': 0.007, 'confidence': 30.3, 'live': False}, 'option_chain': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'insider': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'fo_ban': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'corp_event': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'hi52': {'score': -0.2, 'confidence': 45.0, 'live': False}, 'sector_mom': {'score': -0.192, 'confidence': 44.6, 'live': False}, 'pledge': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'sast': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'shp_delta': {'score': 0.0, 'confidence': 0.0, 'live': False}}"
2026-06-17,AMBUJACEM.NS,SELL,63.6,-0.487,426.45,448.81,392.91,1.5,11646.0,1.16,5,SIDEWAYS,15.0,"{'pead': {'score': 0.0, 'confidence': 0.0, 'live': True}, 'momentum': {'score': -0.603, 'confidence': 70.0, 'live': True}, 'fii_dii': {'score': 0.0, 'confidence': 0.0, 'live': True}, 'mean_rev': {'score': -0.5, 'confidence': 65.0, 'live': False}, 'bulk_deal': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'delivery_pct': {'score': 0.35, 'confidence': 53.6, 'live': False}, 'option_chain': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'insider': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'fo_ban': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'corp_event': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'hi52': {'score': -0.2, 'confidence': 45.0, 'live': False}, 'sector_mom': {'score': -0.155, 'confidence': 42.7, 'live': False}, 'pledge': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'sast': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'shp_delta': {'score': 0.0, 'confidence': 0.0, 'live': False}}"
2026-06-17,AEGISVOPAK.NS,SELL,70.0,-0.493,238.08,259.11,206.54,1.5,8400.0,0.84,5,SIDEWAYS,15.0,"{'pead': {'score': 0.0, 'confidence': 0.0, 'live': True}, 'momentum': {'score': -0.493, 'confidence': 70.0, 'live': True}, 'fii_dii': {'score': 0.0, 'confidence': 0.0, 'live': True}, 'mean_rev': {'score': -0.9, 'confidence': 80.0, 'live': False}, 'bulk_deal': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'delivery_pct': {'score': -0.231, 'confidence': 53.5, 'live': False}, 'option_chain': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'insider': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'fo_ban': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'corp_event': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'hi52': {'score': 0.2, 'confidence': 45.0, 'live': False}, 'sector_mom': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'pledge': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'sast': {'score': 0.0, 'confidence': 0.0, 'live': False}, 'shp_delta': {'score': 0.0, 'confidence': 0.0, 'live': False}}"
