symbol
HDFCBANK.NS
RELIANCE.NS
ICICIBANK.NS
SBIN.NS
BSE.NS
BHARTIARTL.NS
INFY.NS
ADANIPOWER.NS
TCS.NS
LT.NS
AXISBANK.NS
M&M.NS
BAJFINANCE.NS
GROWW.NS
KOTAKBANK.NS
TATASTEEL.NS
HINDALCO.NS
ADANIGREEN.NS
SUNPHARMA.NS
MARUTI.NS
ADANIENT.NS
ITC.NS
BEL.NS
BHEL.NS
ADANIPORTS.NS
HAL.NS
COALINDIA.NS
WIPRO.NS
ADANIENSOL.NS
NTPC.NS
HCLTECH.NS
ONGC.NS
ULTRACEMCO.NS
TITAN.NS
TRENT.NS
ASHOKLEY.NS
BAJAJ-AUTO.NS
EICHERMOT.NS
HINDUNILVR.NS
ATHERENERG.NS
BPCL.NS
BANKBARODA.NS
POWERGRID.NS
TECHM.NS
ASIANPAINT.NS
PFC.NS
APOLLOHOSP.NS
AMBER.NS
HEROMOTOCO.NS
CGPOWER.NS
HDFCAMC.NS
TATAPOWER.NS
DRREDDY.NS
CHOLAFIN.NS
ABB.NS
NESTLEIND.NS
ANGELONE.NS
DLF.NS
ATGL.NS
HDFCLIFE.NS
GRASIM.NS
JSWSTEEL.NS
RECLTD.NS
BHARATFORG.NS
CIPLA.NS
BRITANNIA.NS
AUROPHARMA.NS
DMART.NS
SBILIFE.NS
BAJAJFINSV.NS
TATACONSUM.NS
INDUSINDBK.NS
BDL.NS
BANDHANBNK.NS
AUBANK.NS
GAIL.NS
BANKINDIA.NS
APARINDS.NS
MARICO.NS
ABCAPITAL.NS
AMBUJACEM.NS
SIEMENS.NS
BOSCHLTD.NS
MAHABANK.NS
BIOCON.NS
APLAPOLLO.NS
ACUTAAS.NS
PIDILITIND.NS
ANANTRAJ.NS
ASTRAL.NS
360ONE.NS
BLUESTARCO.NS
CPPLUS.NS
COLPAL.NS
DABUR.NS
BELRISE.NS
ICICIPRULI.NS
ANANDRATHI.NS
ALKEM.NS
AWL.NS
ACMESOLAR.NS
BEML.NS
BAJAJHLDNG.NS
ARE&M.NS
ABSLAMC.NS
ASTERDM.NS
AEGISLOG.NS
BAJAJHFL.NS
AARTIIND.NS
APOLLOTYRE.NS
CESC.NS
BLS.NS
AFFLE.NS
BSOFT.NS
BALRAMCHIN.NS
APTUS.NS
ANURAS.NS
FIRSTCRY.NS
ABREL.NS
BALKRISIND.NS
CCL.NS
AJANTPHARM.NS
ACC.NS
ANTHEM.NS
ABBOTINDIA.NS
ABFRL.NS
ACE.NS
BRIGADE.NS
AIAENG.NS
CRISIL.NS
BHARTIHEXA.NS
ABDL.NS
AFCONS.NS
BLUEJET.NS
MAPMYINDIA.NS
AADHARHFC.NS
ATUL.NS
BERGEPAINT.NS
AIIL.NS
AAVAS.NS
CIEINDIA.NS
AEGISVOPAK.NS
3MINDIA.NS
BATAINDIA.NS
BIKAJI.NS
BAYERCROP.NS
ABLBL.NS
BLUEDART.NS
ASAHIINDIA.NS
BBTC.NS
