symbol
HDFCBANK.NS
RELIANCE.NS
ICICIBANK.NS
BSE.NS
INFY.NS
SBIN.NS
BHARTIARTL.NS
TCS.NS
M&M.NS
AXISBANK.NS
LT.NS
ADANIPOWER.NS
BAJFINANCE.NS
KOTAKBANK.NS
GROWW.NS
HINDALCO.NS
ADANIENT.NS
TATASTEEL.NS
MARUTI.NS
BHEL.NS
BEL.NS
ITC.NS
ADANIENSOL.NS
SUNPHARMA.NS
ADANIGREEN.NS
NTPC.NS
HCLTECH.NS
ADANIPORTS.NS
WIPRO.NS
HAL.NS
BAJAJ-AUTO.NS
COALINDIA.NS
TITAN.NS
ONGC.NS
ASHOKLEY.NS
EICHERMOT.NS
HINDUNILVR.NS
ATHERENERG.NS
TRENT.NS
ULTRACEMCO.NS
CANBK.NS
TECHM.NS
BANKBARODA.NS
CGPOWER.NS
APOLLOHOSP.NS
POWERGRID.NS
HEROMOTOCO.NS
BPCL.NS
ASIANPAINT.NS
NESTLEIND.NS
PFC.NS
AMBER.NS
HDFCAMC.NS
CHOLAFIN.NS
TATAPOWER.NS
GRASIM.NS
ABB.NS
DLF.NS
DRREDDY.NS
ANGELONE.NS
BANDHANBNK.NS
ATGL.NS
BHARATFORG.NS
RECLTD.NS
HDFCLIFE.NS
JSWSTEEL.NS
BAJAJFINSV.NS
TATACONSUM.NS
CIPLA.NS
APARINDS.NS
INDUSINDBK.NS
SBILIFE.NS
DMART.NS
AUROPHARMA.NS
BDL.NS
BRITANNIA.NS
AUBANK.NS
BANKINDIA.NS
ABCAPITAL.NS
GAIL.NS
BIOCON.NS
MARICO.NS
SIEMENS.NS
AMBUJACEM.NS
BOSCHLTD.NS
MAHABANK.NS
ACUTAAS.NS
APLAPOLLO.NS
PIDILITIND.NS
ANANTRAJ.NS
360ONE.NS
BELRISE.NS
CPPLUS.NS
DABUR.NS
ASTRAL.NS
ANANDRATHI.NS
BLUESTARCO.NS
ICICIPRULI.NS
COLPAL.NS
ALKEM.NS
AEGISLOG.NS
ACMESOLAR.NS
AWL.NS
BAJAJHLDNG.NS
ARE&M.NS
BEML.NS
APOLLOTYRE.NS
ASTERDM.NS
ABSLAMC.NS
AARTIIND.NS
BSOFT.NS
BAJAJHFL.NS
ANURAS.NS
CESC.NS
AJANTPHARM.NS
BALRAMCHIN.NS
AFFLE.NS
BLS.NS
ABREL.NS
ABBOTINDIA.NS
ANTHEM.NS
BALKRISIND.NS
BHARTIHEXA.NS
ACE.NS
APTUS.NS
AIAENG.NS
FIRSTCRY.NS
CCL.NS
BRIGADE.NS
ABFRL.NS
ACC.NS
BLUEJET.NS
MAPMYINDIA.NS
ABDL.NS
BERGEPAINT.NS
CRISIL.NS
AADHARHFC.NS
AFCONS.NS
ATUL.NS
CANFINHOME.NS
AEGISVOPAK.NS
AAVAS.NS
AIIL.NS
CIEINDIA.NS
3MINDIA.NS
BATAINDIA.NS
BIKAJI.NS
BAYERCROP.NS
ABLBL.NS
ASAHIINDIA.NS
