symbol
HDFCBANK.NS
ICICIBANK.NS
RELIANCE.NS
INFY.NS
BSE.NS
SBIN.NS
BHARTIARTL.NS
TCS.NS
AXISBANK.NS
BAJFINANCE.NS
M&M.NS
LT.NS
ADANIPOWER.NS
HINDALCO.NS
KOTAKBANK.NS
ADANIENT.NS
TATASTEEL.NS
GROWW.NS
MARUTI.NS
BEL.NS
ITC.NS
BHEL.NS
SUNPHARMA.NS
ADANIENSOL.NS
HCLTECH.NS
NTPC.NS
ADANIGREEN.NS
BAJAJ-AUTO.NS
WIPRO.NS
EICHERMOT.NS
ATHERENERG.NS
TECHM.NS
ADANIPORTS.NS
HINDUNILVR.NS
ASHOKLEY.NS
TITAN.NS
CGPOWER.NS
HAL.NS
ONGC.NS
TRENT.NS
CANBK.NS
HEROMOTOCO.NS
BANKBARODA.NS
ULTRACEMCO.NS
ASIANPAINT.NS
COALINDIA.NS
NESTLEIND.NS
APOLLOHOSP.NS
PFC.NS
POWERGRID.NS
CHOLAFIN.NS
AMBER.NS
DLF.NS
HDFCAMC.NS
DRREDDY.NS
ANGELONE.NS
APARINDS.NS
ABB.NS
BPCL.NS
GRASIM.NS
BAJAJFINSV.NS
AEGISLOG.NS
DMART.NS
TATAPOWER.NS
JSWSTEEL.NS
BANDHANBNK.NS
HDFCLIFE.NS
INDUSINDBK.NS
BHARATFORG.NS
TATACONSUM.NS
CIPLA.NS
SBILIFE.NS
AUROPHARMA.NS
RECLTD.NS
GAIL.NS
MARICO.NS
AUBANK.NS
ATGL.NS
BRITANNIA.NS
BIOCON.NS
ABCAPITAL.NS
SIEMENS.NS
PIDILITIND.NS
BOSCHLTD.NS
AMBUJACEM.NS
BANKINDIA.NS
BDL.NS
ACUTAAS.NS
360ONE.NS
ANANTRAJ.NS
MAHABANK.NS
APLAPOLLO.NS
BELRISE.NS
DABUR.NS
ASTRAL.NS
ICICIPRULI.NS
CPPLUS.NS
ACMESOLAR.NS
COLPAL.NS
ANANDRATHI.NS
ALKEM.NS
BLUESTARCO.NS
ARE&M.NS
BAJAJHLDNG.NS
AWL.NS
BSOFT.NS
ASTERDM.NS
APOLLOTYRE.NS
BEML.NS
AJANTPHARM.NS
BLUEJET.NS
ABSLAMC.NS
MAPMYINDIA.NS
ACE.NS
AFFLE.NS
AARTIIND.NS
BALKRISIND.NS
ANURAS.NS
BLS.NS
ANTHEM.NS
BAJAJHFL.NS
AIAENG.NS
BALRAMCHIN.NS
AEGISVOPAK.NS
ABBOTINDIA.NS
BRIGADE.NS
APTUS.NS
ACC.NS
ABFRL.NS
BHARTIHEXA.NS
CESC.NS
CCL.NS
FIRSTCRY.NS
CRISIL.NS
ABDL.NS
BERGEPAINT.NS
ABREL.NS
CANFINHOME.NS
ATUL.NS
AADHARHFC.NS
AIIL.NS
AFCONS.NS
BATAINDIA.NS
AAVAS.NS
CIEINDIA.NS
3MINDIA.NS
BAYERCROP.NS
ASAHIINDIA.NS
BIKAJI.NS
ABLBL.NS
