symbol
HDFCBANK.NS
ICICIBANK.NS
RELIANCE.NS
BSE.NS
BHARTIARTL.NS
INFY.NS
SBIN.NS
TCS.NS
BAJFINANCE.NS
AXISBANK.NS
M&M.NS
LT.NS
KOTAKBANK.NS
HINDALCO.NS
GROWW.NS
MARUTI.NS
ADANIPOWER.NS
ADANIENT.NS
TATASTEEL.NS
BEL.NS
ATHERENERG.NS
BHEL.NS
HCLTECH.NS
ADANIENSOL.NS
ITC.NS
SUNPHARMA.NS
TECHM.NS
NTPC.NS
EICHERMOT.NS
ADANIGREEN.NS
ADANIPORTS.NS
BAJAJ-AUTO.NS
CGPOWER.NS
TITAN.NS
HAL.NS
HINDUNILVR.NS
HEROMOTOCO.NS
ONGC.NS
ASHOKLEY.NS
ULTRACEMCO.NS
TRENT.NS
BANKBARODA.NS
NESTLEIND.NS
ASIANPAINT.NS
WIPRO.NS
CANBK.NS
PFC.NS
APARINDS.NS
APOLLOHOSP.NS
COALINDIA.NS
CHOLAFIN.NS
POWERGRID.NS
DLF.NS
GRASIM.NS
HDFCAMC.NS
DRREDDY.NS
AMBER.NS
BAJAJFINSV.NS
AEGISLOG.NS
BPCL.NS
JSWSTEEL.NS
ABB.NS
RECLTD.NS
BHARATFORG.NS
DMART.NS
SBILIFE.NS
ANGELONE.NS
HDFCLIFE.NS
INDUSINDBK.NS
BDL.NS
TATAPOWER.NS
BANDHANBNK.NS
TATACONSUM.NS
AUBANK.NS
CIPLA.NS
BOSCHLTD.NS
AUROPHARMA.NS
BRITANNIA.NS
GAIL.NS
MARICO.NS
BIOCON.NS
ABCAPITAL.NS
PIDILITIND.NS
SIEMENS.NS
ATGL.NS
ACUTAAS.NS
BANKINDIA.NS
AMBUJACEM.NS
360ONE.NS
ANANTRAJ.NS
MAHABANK.NS
APLAPOLLO.NS
BELRISE.NS
CPPLUS.NS
DABUR.NS
ASTRAL.NS
ACMESOLAR.NS
ICICIPRULI.NS
COLPAL.NS
ALKEM.NS
ANANDRATHI.NS
ASTERDM.NS
BLUESTARCO.NS
ARE&M.NS
BAJAJHLDNG.NS
AWL.NS
BEML.NS
AARTIIND.NS
BSOFT.NS
ANTHEM.NS
ACE.NS
AJANTPHARM.NS
BLS.NS
BLUEJET.NS
BALRAMCHIN.NS
ABSLAMC.NS
BALKRISIND.NS
ANURAS.NS
APOLLOTYRE.NS
AFFLE.NS
BRIGADE.NS
AEGISVOPAK.NS
AIAENG.NS
BAJAJHFL.NS
MAPMYINDIA.NS
ABBOTINDIA.NS
APTUS.NS
BHARTIHEXA.NS
ABFRL.NS
CESC.NS
ACC.NS
CCL.NS
ABDL.NS
CRISIL.NS
FIRSTCRY.NS
ABREL.NS
ATUL.NS
BERGEPAINT.NS
CANFINHOME.NS
AIIL.NS
AADHARHFC.NS
BATAINDIA.NS
AAVAS.NS
AFCONS.NS
CIEINDIA.NS
3MINDIA.NS
BAYERCROP.NS
ASAHIINDIA.NS
BIKAJI.NS
ABLBL.NS
