symbol
HDFCBANK.NS
RELIANCE.NS
ICICIBANK.NS
SBIN.NS
BSE.NS
BHARTIARTL.NS
INFY.NS
ADANIPOWER.NS
TCS.NS
AXISBANK.NS
LT.NS
M&M.NS
BAJFINANCE.NS
GROWW.NS
TATASTEEL.NS
KOTAKBANK.NS
HINDALCO.NS
ADANIGREEN.NS
ADANIENT.NS
MARUTI.NS
BEL.NS
ITC.NS
SUNPHARMA.NS
BHEL.NS
NTPC.NS
HAL.NS
ADANIENSOL.NS
COALINDIA.NS
WIPRO.NS
ADANIPORTS.NS
HCLTECH.NS
ONGC.NS
TRENT.NS
ULTRACEMCO.NS
TITAN.NS
BAJAJ-AUTO.NS
ASHOKLEY.NS
EICHERMOT.NS
ATHERENERG.NS
HINDUNILVR.NS
BPCL.NS
TECHM.NS
POWERGRID.NS
BANKBARODA.NS
ASIANPAINT.NS
APOLLOHOSP.NS
CGPOWER.NS
PFC.NS
HEROMOTOCO.NS
AMBER.NS
HDFCAMC.NS
TATAPOWER.NS
NESTLEIND.NS
CHOLAFIN.NS
DRREDDY.NS
ABB.NS
GRASIM.NS
ANGELONE.NS
ATGL.NS
DLF.NS
JSWSTEEL.NS
BHARATFORG.NS
RECLTD.NS
HDFCLIFE.NS
BANDHANBNK.NS
CIPLA.NS
AUROPHARMA.NS
BRITANNIA.NS
BAJAJFINSV.NS
TATACONSUM.NS
SBILIFE.NS
INDUSINDBK.NS
APARINDS.NS
BDL.NS
AUBANK.NS
DMART.NS
GAIL.NS
BANKINDIA.NS
MARICO.NS
ABCAPITAL.NS
SIEMENS.NS
AMBUJACEM.NS
BOSCHLTD.NS
MAHABANK.NS
BIOCON.NS
APLAPOLLO.NS
PIDILITIND.NS
ACUTAAS.NS
ANANTRAJ.NS
ASTRAL.NS
360ONE.NS
BLUESTARCO.NS
CPPLUS.NS
COLPAL.NS
DABUR.NS
BELRISE.NS
ANANDRATHI.NS
ICICIPRULI.NS
ALKEM.NS
AWL.NS
ACMESOLAR.NS
AEGISLOG.NS
BAJAJHLDNG.NS
BEML.NS
ARE&M.NS
ABSLAMC.NS
ASTERDM.NS
AARTIIND.NS
APOLLOTYRE.NS
BAJAJHFL.NS
CESC.NS
AFFLE.NS
BSOFT.NS
BLS.NS
APTUS.NS
ANURAS.NS
BALRAMCHIN.NS
ABREL.NS
FIRSTCRY.NS
BALKRISIND.NS
AJANTPHARM.NS
CCL.NS
ACC.NS
ABBOTINDIA.NS
ANTHEM.NS
ACE.NS
ABFRL.NS
BRIGADE.NS
AIAENG.NS
BHARTIHEXA.NS
CRISIL.NS
AFCONS.NS
AADHARHFC.NS
BLUEJET.NS
ABDL.NS
MAPMYINDIA.NS
BERGEPAINT.NS
CIEINDIA.NS
AIIL.NS
ATUL.NS
AAVAS.NS
AEGISVOPAK.NS
BATAINDIA.NS
3MINDIA.NS
BIKAJI.NS
BAYERCROP.NS
ABLBL.NS
ASAHIINDIA.NS
BLUEDART.NS
BBTC.NS
