symbol
HDFCBANK.NS
RELIANCE.NS
ICICIBANK.NS
BSE.NS
INFY.NS
SBIN.NS
BHARTIARTL.NS
TCS.NS
AXISBANK.NS
BAJFINANCE.NS
M&M.NS
LT.NS
ADANIPOWER.NS
KOTAKBANK.NS
HINDALCO.NS
ADANIENT.NS
GROWW.NS
TATASTEEL.NS
MARUTI.NS
BHEL.NS
BEL.NS
ADANIENSOL.NS
ITC.NS
ADANIGREEN.NS
SUNPHARMA.NS
NTPC.NS
BAJAJ-AUTO.NS
HCLTECH.NS
ADANIPORTS.NS
HAL.NS
TITAN.NS
ATHERENERG.NS
WIPRO.NS
ASHOKLEY.NS
EICHERMOT.NS
ONGC.NS
CANBK.NS
HINDUNILVR.NS
CGPOWER.NS
TECHM.NS
BANKBARODA.NS
COALINDIA.NS
TRENT.NS
ULTRACEMCO.NS
HEROMOTOCO.NS
APOLLOHOSP.NS
ASIANPAINT.NS
POWERGRID.NS
NESTLEIND.NS
BPCL.NS
AMBER.NS
HDFCAMC.NS
PFC.NS
CHOLAFIN.NS
DRREDDY.NS
DLF.NS
ANGELONE.NS
BANDHANBNK.NS
ABB.NS
GRASIM.NS
TATAPOWER.NS
BAJAJFINSV.NS
BHARATFORG.NS
HDFCLIFE.NS
TATACONSUM.NS
CIPLA.NS
JSWSTEEL.NS
INDUSINDBK.NS
RECLTD.NS
APARINDS.NS
SBILIFE.NS
AUROPHARMA.NS
DMART.NS
AEGISLOG.NS
AUBANK.NS
ATGL.NS
BIOCON.NS
BRITANNIA.NS
MARICO.NS
BANKINDIA.NS
ABCAPITAL.NS
GAIL.NS
BDL.NS
SIEMENS.NS
AMBUJACEM.NS
PIDILITIND.NS
BOSCHLTD.NS
ACUTAAS.NS
MAHABANK.NS
ANANTRAJ.NS
360ONE.NS
APLAPOLLO.NS
BELRISE.NS
DABUR.NS
ASTRAL.NS
ICICIPRULI.NS
CPPLUS.NS
ANANDRATHI.NS
COLPAL.NS
ACMESOLAR.NS
BLUESTARCO.NS
ALKEM.NS
BAJAJHLDNG.NS
ARE&M.NS
AWL.NS
ASTERDM.NS
ABSLAMC.NS
BEML.NS
BSOFT.NS
APOLLOTYRE.NS
AARTIIND.NS
ANURAS.NS
AJANTPHARM.NS
BAJAJHFL.NS
AFFLE.NS
BALRAMCHIN.NS
MAPMYINDIA.NS
BLS.NS
ACE.NS
BLUEJET.NS
BALKRISIND.NS
ABBOTINDIA.NS
ANTHEM.NS
AIAENG.NS
CESC.NS
APTUS.NS
AEGISVOPAK.NS
BRIGADE.NS
FIRSTCRY.NS
ACC.NS
ABREL.NS
CCL.NS
ABFRL.NS
BHARTIHEXA.NS
CRISIL.NS
BERGEPAINT.NS
ABDL.NS
AADHARHFC.NS
AFCONS.NS
CANFINHOME.NS
ATUL.NS
AIIL.NS
AAVAS.NS
CIEINDIA.NS
BATAINDIA.NS
3MINDIA.NS
BAYERCROP.NS
ABLBL.NS
BIKAJI.NS
ASAHIINDIA.NS
